  1
  1.000000E+00  1.000000E+00
  2
  5.857865E-01  8.535534E-01
  3.414214E+00  1.464466E-01
  3
  4.157746E-01  7.110930E-01
  2.294280E+00  2.785177E-01
  6.289945E+00  1.038926E-02
  4
  3.225477E-01  6.031541E-01
  1.745761E+00  3.574187E-01
  4.536620E+00  3.888791E-02
  9.395071E+00  5.392947E-04
  5
  2.635603E-01  5.217556E-01
  1.413403E+00  3.986668E-01
  3.596426E+00  7.594245E-02
  7.085810E+00  3.611759E-03
  1.264080E+01  2.336997E-05
  6
  2.228466E-01  4.589647E-01
  1.188932E+00  4.170008E-01
  2.992736E+00  1.133734E-01
  5.775144E+00  1.039920E-02
  9.837467E+00  2.610172E-04
  1.598287E+01  8.985479E-07
  7
  1.930437E-01  4.093190E-01
  1.026665E+00  4.218313E-01
  2.567877E+00  1.471264E-01
  4.900353E+00  2.063352E-02
  8.182154E+00  1.074010E-03
  1.273418E+01  1.586547E-05
  1.939573E+01  3.170316E-08
  8
  1.702796E-01  3.691887E-01
  9.037018E-01  4.187869E-01
  2.251087E+00  1.757950E-01
  4.266700E+00  3.334351E-02
  7.045906E+00  2.794537E-03
  1.075852E+01  9.076512E-05
  1.574068E+01  8.485750E-07
  2.286313E+01  1.048002E-09
  9
  1.523222E-01  3.361264E-01
  8.072200E-01  4.112140E-01
  2.005135E+00  1.992875E-01
  3.783474E+00  4.746056E-02
  6.204957E+00  5.599626E-03
  9.372985E+00  3.052498E-04
  1.346624E+01  6.592123E-06
  1.883360E+01  4.110769E-08
  2.637407E+01  3.290874E-11
 10
  1.377935E-01  3.084411E-01
  7.294546E-01  4.011199E-01
  1.808343E+00  2.180683E-01
  3.401434E+00  6.208745E-02
  5.552496E+00  9.501517E-03
  8.330153E+00  7.530084E-04
  1.184379E+01  2.825923E-05
  1.627926E+01  4.249314E-07
  2.199659E+01  1.839565E-09
  2.992070E+01  9.911826E-13
 11
  1.257964E-01  2.849334E-01
  6.654183E-01  3.897211E-01
  1.647151E+00  2.327819E-01
  3.091138E+00  7.656449E-02
  5.029284E+00  1.439329E-02
  7.509888E+00  1.518882E-03
  1.060595E+01  8.513127E-05
  1.443161E+01  2.292405E-06
  1.917886E+01  2.486355E-08
  2.521771E+01  7.712631E-11
  3.349719E+01  2.883777E-14
 12
  1.157221E-01  2.647314E-01
  6.117575E-01  3.777593E-01
  1.512610E+00  2.440820E-01
  2.833751E+00  9.044922E-02
  4.599227E+00  2.010238E-02
  6.844525E+00  2.663973E-03
  9.621317E+00  2.032316E-04
  1.300605E+01  8.365056E-06
  1.711686E+01  1.668494E-07
  2.215109E+01  1.342391E-09
  2.848797E+01  3.061602E-12
  3.709912E+01  8.148077E-16
 13
  1.071424E-01  2.471889E-01
  5.661319E-01  3.656890E-01
  1.398564E+00  2.525626E-01
  2.616597E+00  1.034708E-01
  4.238846E+00  2.643277E-02
  6.292256E+00  4.220399E-03
  8.815001E+00  4.118820E-04
  1.186140E+01  2.351549E-05
  1.551076E+01  7.317316E-07
  1.988464E+01  1.108842E-08
  2.518526E+01  6.770830E-11
  3.180039E+01  1.159981E-13
  4.072301E+01  2.245095E-17
 14
  9.974751E-02  2.318156E-01
  5.268577E-01  3.537848E-01
  1.300629E+00  2.587347E-01
  2.430801E+00  1.154829E-01
  3.932103E+00  3.319210E-02
  5.825536E+00  6.192871E-03
  8.140240E+00  7.398906E-04
  1.091650E+01  5.490721E-05
  1.421080E+01  2.409586E-06
  1.810489E+01  5.801545E-08
  2.272338E+01  6.819316E-10
  2.827298E+01  3.221208E-12
  3.514944E+01  4.221353E-15
  4.436608E+01  6.052377E-19
 15
  9.330782E-02  2.182349E-01
  4.926917E-01  3.422102E-01
  1.215595E+00  2.630276E-01
  2.269949E+00  1.264258E-01
  3.667623E+00  4.020686E-02
  5.425337E+00  8.563878E-03
  7.565916E+00  1.212436E-03
  1.012023E+01  1.116744E-04
  1.313028E+01  6.459927E-06
  1.665441E+01  2.226317E-07
  2.077648E+01  4.227430E-09
  2.562389E+01  3.921897E-11
  3.140752E+01  1.456515E-13
  3.853068E+01  1.483027E-16
  4.802608E+01  1.600595E-20
 16
  8.764941E-02  2.061516E-01
  4.626963E-01  3.310577E-01
  1.141058E+00  2.657957E-01
  2.129284E+00  1.362969E-01
  3.437087E+00  4.732891E-02
  5.078019E+00  1.129990E-02
  7.070339E+00  1.849070E-03
  9.438314E+00  2.042718E-04
  1.221422E+01  1.484458E-05
  1.544153E+01  6.828317E-07
  1.918016E+01  1.881024E-08
  2.351591E+01  2.862349E-10
  2.857873E+01  2.127078E-12
  3.458340E+01  6.297965E-15
  4.194045E+01  5.050472E-18
  5.170116E+01  4.161461E-22
